,content,score,content_clean
188,"Info dong bantuannya kenapa ya klo mau save foto dr Instagram, tp ga ke save di galeri, tapi dari file manager ada. Trs ekstensi nya wepb bukan jpg, itu gimana ya cara ngaturnya biar bisa tampil di galeri lagi",1,informasi bantu ya save foto instagram save galeri file manager ekstensi nya wepb jpg ya ngaturnya biar tampil galeri
432,saya kecewa dengan instagram setiap ingin mengupload insta story dengan musik selalu muncul tulisan tulisan tidak tersedia tolong segera di perbaiki!,1,kecewa instagram mengupload insta story musik muncul tulis tulis sedia tolong baik
38,"Lagu yg tersedia ketika buat story itu hanya beberapa lagu barat, ketika mau dipilih dari lagu pop indonesia, langsung muncul kata"" tidak ditemukan untuk jenis musik yang dipilih. Mohon diperbaiki bug aplikasinya. Terimakasih",1,lagu sedia story lagu barat pilih lagu pop indonesia langsung muncul temu jenis musik pilih mohon baik bug aplikasi terimakasih
28,Padahal sudah login ulang bahkan update apknya.. tapi tetap saja Lagu/musik IG story tidak tersedia seperti sebelumnya /lagu² hits berbagai negara hilang. Apakah bug atau memang ada masalah perizinan dari lisensi terkait atau bagaimana ? Mohon diperbaiki atau bisa dijelaskan.,2,login ulang update apknya lagumusik ig story sedia lagu hits negara hilang bug izin lisensi kait mohon baik
122,"Kecwa bgt, musiknya gbisa di play, atau ngeliat sg org lain tp pake musik pasti muncul ""musik tidak tersedia"" Trus foto juga gabisa masuk ke galeri padahal memori ga penuh, trs harus di ss dlu,padahal udah di update tp knp makin aneh",1,kecwa banget musik gbisa play sg orang pakai musik muncul musik sedia foto masuk galeri memori penuh ss dlupadahal update aneh
113,"sumpah wkwk upload story di ig lama banget padahal jaringan bagus banget, pake WiFi juga tetep lama upload nya. tukidannya posting posting terus padahal mau switch akun kan jadi ga bisa. udah berjam jam padahal wkwkwk makin lama makin aneh banget.",1,sumpah wkwk upload story ig banget jaring bagus banget pakai wifi upload nya tukidannya posting posting switch akun jam jam wkwkwk aneh banget
165,"Sudah hampir 3 hari akun saya tidak bisa mengakses musik saat ingin menggunakannya untuk keperluan instatory,,saat musik yg ingin saya cari di daftar pencarian,,yg terjadi adalah musik tidak dapat di temukan,,serta halaman reel saran yg biasa muncul tiba² tidak dapat muncul dan tidak bisa di akses",1,akun akses musik guna perlu instatorysaat musik cari daftar pencarianyg musik temukanserta halaman reel saran muncul tiba muncul akses
47,"INSTAGRAM MINTA TOLONG BGT, ternyata ngga cm saya yang merasa seperti ini. saya mau edit foto pakai musik dan musik yang saya cari tidak tersedia, itu kenapa? dan yang ada hanya musik barat yang ngga terkenal sepertinya, MINTA TOLONG SEKALI DIPERBAIKI!",1,instagram tolong banget cm edit foto pakai musik musik cari sedia musik barat kenal tolong baik
240,Mohon maaf kenapa pas aku foto pemandangan pakai kamera di Instagram kenapa foto pemandangan tidak masuk ke galeri/album padahal sudah saya tekan simpan foto mohon diperbaiki lagi apknya saya sedikit terganggu karena tidak membuat video dari hasil kamera foto/video Instagram mohon perbaiki🙏🏻,1,mohon maaf pas foto pandang pakai kamera instagram foto pandang masuk galerialbum tekan simpan foto mohon baik apknya ganggu video hasil kamera fotovideo instagram mohon baik
265,Tolong lah di perbaiki lagi aplikasinya kenapa pas saya cari judul musik nya selalu tidak ada sedangkan akun saya udah pribadi kenapa kenapa???? Tolong di perbaiki min saya sangat tidak puas dengan aplikasi Instagram!!!!,1,tolong baik aplikasi pas cari judul musik nya akun pribadi tolong baik min puas aplikasi instagram
54,"Setelah update jadi payah. list lagu Indonesia, Barat, Korea, Jepang, dll di Story dan Reels hilang semua, fitur pencarian lagu tidak bisa digunakan, dan jika share Story dari Facebook audionya mati. Tolong segera diperbaiki bugnya.",1,update payah daftar lagu indonesia barat korea jepang lain story reels hilang fitur cari lagu share story facebook audio mati tolong baik bugnya
58,"Saat ingin menggunakan vitur musik, musik yg di inginkan selalu tidaj muncul. Juga saat mendengar lagu di story orang lain musiknya tidak bisa di dengar. Tolong perbaikin bug ini admin",1,vitur musik musik tidaj muncul dengar lagu story orang musik dengar tolong perbaikin bug admin
482,"Instagram makin di update makin gak bagus, setiap cari lagu di story pasti hasil tidak ditemukan, yang ada semua lagu barat. Mohon diperbaiki!!",1,instagram update bagus cari lagu story hasil temu lagu barat mohon baik
37,"kecewa sama Instagram yg sekarang, kenapa kalau mau membuat story dan pakai lagu pasti lagu itu tidak tersedia? semua lagu yang saya cari selalu tidak ada dan lagu yang biasanya saya gunakan hilang padahal itu masih di dalam wilayah. Tolong diperbaiki lagi🙏",1,kecewa instagram story pakai lagu lagu sedia lagu cari lagu hilang wilayah tolong baik
193,"Sering mengalami bug, sebagian tidak bisa di refresh, seperti tidak dapat memuat ulang kabar beranda, padahal sinyal saya bagus, mohon segera dilakukan perbaikan terhadap fitur-fitur yang ada di aplikasi Instagram.",1,alami bug refresh muat ulang kabar beranda sinyal bagus mohon baik fiturfitur aplikasi instagram
462,Tolong dong bug nya di perbaiki min masa iya lagi nya pada ilang trus kalau liat story orng lain lagu ini tidak di temukan. Tolong dong gimana cara nya biar bisa normal lagi........,1,tolong bug nya baik min iya nya hilang lihat story orang lagu temu tolong nya biar normal
306,"kecewa dgn instagram, mau update story terus tambahin music tapi lagunya tidak ditemukan. padahal 1 minggu sebelumnya masih bagus... tolong diperbaiki dong instagram🙏🏻 kembalikan aja ke versi sebelumnya",1,kecewa instagram update story tambahin musik lagu temu minggu bagus tolong baik instagram kembali versi
157,"Kebanyakan update, bug gak pernah beres, suara di background masih ada padahal sudah keluar aplikasi, pake mode malam tapi suka ada blank warna putih, story iklan lancar story yg di follow macet² 💩👆",1,banyak update bug beres suara background aplikasi pakai mode malam suka blank warna putih story iklan lancar story follow macet
137,"dari minggu kemarin fitus musiknya masih ada tapi kenapa lagu lagu populer nya tidak tersedia di aplikasi instagram saya ya? ini sudah terjadi lama sekali tolong segera diperbaiki. Sedangkan fitur musik di teman saya masih ada lagu lagunya,, saya juga tidak bisa mendengar lagu lagu yang digunakan oleh teman saya di story instagram mereka. perbaiki secepatnya, hal ini bikin instagram jadi membosankan",1,minggu kemarin fitus musik lagu lagu populer nya sedia aplikasi instagram ya tolong baik fitur musik teman lagu lagu dengar lagu lagu teman story instagram baik cepat bikin instagram bosan
46,"Tolong diperbaiki lagi IG nya, biasa nya buat story bisa di sertai lagu² artis tanah air (Indonesia) dgn pencarian mudah, knp skrg malah lagu² barat. Harusnya semakin memberikan update-an terbaik untuk pengguna IG, eh malah kecewa bgt!",1,tolong baik ig nya nya story serta lagu artis tanah air indonesia cari mudah lagu barat updatean baik guna ig eh kecewa banget
7,"nggak jelas, makin di update malah jadi nggak bener masa mau pake fitur musik lagunya pas di cari nggak ada, yang bisa di pake cuma lagu' yang nggak di ketahui lagu apaan pas mau cari lagu Malah keluar tulisan ""tidak ada hasil yang ditemukan"" padahal Uda nulis judul lagu yang benar malah sama penciptanya tapi tetep aja, terus kalau mau pake musik yang Uda ada di insta story orang juga nggak bisa katanya harus nunggu, semenjak di update TOLONG KOREKSI KESALAHAN NYA TERUS PERBAIKI AGAR LEBIH BAIK.",1,update bener pakai fitur musik lagu pas cari pakai lagu tahu lagu pas cari lagu tulis hasil temu nulis judul lagu cipta pakai musik insta story orang nunggu semenjak update tolong koreksi salah nya baik
127,"tolong dong di perbaiki fitur-fiturnya, ini kalo nyimpen foto di galeri ga ke simpen, kalo mau up foto juga pilihan lagunya sedikit banget, bahkan artis-artis terkenal gaada lagunya, terus pas liat postingan orang ada lagunya pasti tulisannya 'lagu tidak tersedia' padahal di akun-akun saya yang lain ga kaya gini deh.., tolong di perbaiki, jangan hanya pas saya melaporkan baru kembali benar, tapi beberapa jam kedepan kembali gak jelas",1,tolong baik fiturfiturnya nyimpen foto galeri simpan up foto pilih lagu banget artisartis kenal lagu pas lihat postingan orang lagu tulis lagu sedia akunakun kaya deh tolong baik pas lapor jam depan
316,"Kenapa musik nya Ng lengkap, cari lagu²yang trend aja nga ada. Bahkan penyanyi yang terkenal aja pas di cari lagu² nya nga ada. Mau buat story jadi Ng pake lagu. Kecewa banget sama Instagram, Mohon untuk diperbaiki ya🙏🙏",1,musik nya ng lengkap cari lagu yang trend nga nyanyi kenal pas cari lagu nya nga story ng pakai lagu kecewa banget instagram mohon baik ya
211,"Setelah di update semakin susah,misal ngespam banyak foto,tidak bisa langsung disimpan seperti sebelumnya,kadang juga hasilnya buram dan kualitas nya buruk sekali",1,update susahmisal ngespam fototidak langsung simpan sebelumnyakadang hasil buram kualitas nya buruk
251,"aga sedikit kecewa sama music nya, lagu nya lagu orang luar semua. gaada music pilihan lain yg dr indo, setiap di cari pasti tidak menemukan. tolong perbaiki bug nya",1,aga kecewa musik nya lagu nya lagu orang musik pilih indonesia cari temu tolong baik bug nya
14,"Semenjak update versi instagram sekarang gabisa cari musik. Ada sih musik lokal dan entah dimana lokasinya. Story temen yg ada musiknya juga gabisa di denger, lagu tidak tersedia. Tolong diperbaiki ya instagram, jangan update2 muluuu tapi malah jd aneh fiturnya.",1,semenjak update versi instagram cari musik sih musik lokal mana lokasi story temen musik denger lagu sedia tolong baik ya instagram update muluuu aneh fiturnya
486,kecewa sm Instagram skrg di update mlh kaya gni masa sy mau download foto yg udh sy coba pake efek² di Instagram tetapi ap-!!! ngakunya udh terdownload tpi ap? g ad sm skli tersimpan di galeri udh ngalamin selama 1 minggu kdng sy buat foto dri ig buat posting untuk kebutuhan organisasi sj tdk bisa tolong lah di perbaiki lgi vitur²ny,1,kecewa instagram update kaya gni download foto coba pakai efek instagram ap ngakunya terdownload ap skli simpan galeri ngalamin minggu kdng foto ig posting butuh organisasi tolong baik vitur ny
442,"Kenapa lagu nya tidak tersedia min Cuma lagu luar negri yang muncul semua jadi malas bikin story ig karna lagu Indonesia tidak tersedia bantu kasih tau dong min,",1,lagu nya sedia min lagu negeri muncul malas bikin story ig lagu indonesia sedia bantu kasih tau min
139,"Tolong di perbaikin udah di update masih gak bisa denger orang pakai musik. Dan kalau mau bikin story pakai lagu, lagu yang di cari malah tidak di temukan tolong bgt udah hampir 1 minggu kek gitu mulu",1,tolong perbaikin update denger orang pakai musik bikin story pakai lagu lagu cari temu tolong banget minggu mulu
168,Semua udah dicoba tapi fitur musik di IG gak bisa ditemukan sampe HP di reset ualng masih tetap sama gak muncul fitur musiknya. Tolong diperbaiki lagi & direspon.,1,coba fitur musik ig temu hp reset ualng muncul fitur musik tolong baik direspon
248,"Payah bgt bugnya Instagram, masa lagunya jadi eror semua pada gk tersedia. Dicari2 lagunya pada gak ada. Sangat menyebalkan! 🤦🏻‍♀️",1,payah banget bugnya instagram lagu eror sedia cari lagu sebal
112,"aplikasi Instagram sekarang jelek banget, mau ngasih musik di instastory aja gabisa dan yang keluar malah lagu lagu barat, tolong lah kepada developer segera diatasi masalah ini karena bukan saya saja yang mengalami seperti ini.",1,aplikasi instagram jelek banget musik instastory lagu lagu barat tolong developer atas alami
339,"Instagram semakin lama, semakin ga bagus yaa, Katrok! mau buat story pake musik/lagu yg kita inginkan, malah ga ada sama sekali, pdhl lagu tsb lagi viral2nya. ga seruuu! tp kenapa di bbrp merk hp yg lain, msh bisa spt sblmny? bener2 ga konsisten nih IG.",1,instagram bagus yaa katrok story pakai musiklagu lagu viralnya seruuu merk hp sblmny bener konsisten nih ig
423,"Kenapa fitur music nya ilang semua ? Padahal tgl 14 sept kmrn msh ada, skrg sama sekali ga bs search. Tolong diperbaiki ya. Please.. Akun yg ilang fitur musicnya akun utama, akun ke 2 justru msh ada.",1,fitur musik nya hilang tanggal september kemarin search tolong baik ya mohon akun hilang fitur musicnya akun utama akun
119,"Ini bug atau apa yah,waktu mau posting foto trus mau tambah lagu, lagunya aneh semua ga ada lagu Indo,trus lagu yang ada di postingan orang jg gak bisa di dengar, tulisan nya ""Audio tidak tersedia""",1,bug yahwaktu posting foto lagu lagu aneh lagu indotrus lagu postingan orang dengar tulis nya audio sedia
230,"Ini kenapa instagram saya bermasalah, setiap mau buat story ,musiknya hanya musik2 luar negri yg gak viral, trus setiap story orang2 ,selalu musik ini tidak tersedia ,ini kenapa😭 udah mau 3mingguan kek gini.. pliiss lah kembalikan seperti dulu",1,instagram masalah story musik musik negeri viral story orang musik sedia minggu pliiss kembali
344,Ini habis diperbarui per September 2023 malah musiknya nggak muncul lagi. Adanya artis indie. Kecewa banget. Musik yang bikin} Instagram lebih menarik padahal,2,habis baru september musik muncul artis indie kecewa banget musik bikin instagram tarik
183,"Ternyata bukan saya aja yg Instagram nya ngebug masalah musik, udah 3 Minggu ini masalah juga belum kelar kelar. Mohon cepat diperbarui agar pengguna tidak kecewa",1,instagram nya ngebug musik minggu kelar kelar mohon cepat baru guna kecewa
262,"Diupdate malah makin gak ngecewain 👎🏻 Mau post foto pake lagu, malah lagu"" yg gak dikenal sama sekali yg keluar. Udah ketik nama dan judul lagu yg di pengen malah gak bisa 👎🏻👎🏻👎🏻",1,diupdate ngecewain post foto pakai lagu lagu kenal ketik nama judul lagu
44,"Akhir akhir ini merasa kecewa banget, Instagram saya tiba² update, tapi anehnya musik nya saya merasa nggak cocok-aneh. Jujur saya lebih nyaman dengan versi sebelumnya. Intinya, tolong kembalikan atau perbaiki instagram seperti versi sebelumnya. Terimakasih 🙏",1,kecewa banget instagram tiba update aneh musik nya cocokaneh jujur nyaman versi inti tolong kembali baik instagram versi terimakasih
312,"Ini kenapa bugnya tetep ada ya, padahal udah update barusan tapi fitur musiknya tetep aja yang muncul lagu2 dari ig doang. Benerin dong jangan update2 mulu bugnya gadibenerin",1,bugnya ya update barusan fitur musik muncul lagu ig benerin update mulu bugnya gadibenerin
16,"Belakangan ini instagram mulai ada banyak bug setelah update dan saya sudah melaporkan beberapa bug yang menurut saya benar-benar mengganggu tapi tidak ada balasan apapun dari pihak instagram, sungguh mengecewakan. edit: semakin mengecewakan, upload postingan vdeo dibawa ke reels, dulu video durasi lebih dari 2 menit dibawa ke reels, sekarang reels malah tidak bisa post video lebih dari 1:30 menit, preview video yang sudah diunggah ke bagian akhir saja tidak bisa, haduh makin hancur",1,instagram bug update lapor bug benarbenar ganggu balas apa instagram sungguh kecewa edit kecewa upload postingan vdeo bawa reels video durasi menit bawa reels reels post video menit preview video unggah haduh hancur
10,"Serius kecewa sih lihat instagram sekarang lagunya pada gak ada semua, malah yang muncul lagu gajelas semua cari lagu lain juga gak bisa, padahal kemarin masih bisa, mau buat story susah mau pakai lgu karna lagunya pada gak muncul tolong di perbaiki lgi ya, sangat mengganggu kenyamanan penggunaan aplikasi instagram untuk membuat story menggunakan lagu , yang muncul lgu Inggris semua, mau cari lagu Indonesia juga gk ada.....",1,serius kecewa sih lihat instagram lagu muncul lagu cari lagu kemarin story susah pakai lagu lagu muncul tolong baik ya ganggu nyaman guna aplikasi instagram story lagu muncul lagu inggris cari lagu indonesia
1,"Tolong dong!! ini gimana udah lama bangett lho Instagram saya tiba tiba ga ada musik nya. Di story tulisan nya ""musik tidak di temukan"" Semua story orang yang pakai musik, di saya itu tulisan nya "" musik tidak tersedia"" udah segala cara di coba.ga ada yang bisaa.. semua alasan sama, katanya wilayah wilayah. Serumah aja dia aman ig nya, kenapa saya bermasalah? Uninstall berkali kali, logout login, update. Semuanya udah. Makin kesini kenapa sih.. respon dong tolong! Saya harus gimana nih!",1,tolong bangett lho instagram musik nya story tulis nya musik temu story orang pakai musik tulis nya musik sedia cobaga bisaa alas wilayah wilayah rumah aman ig nya masalah uninstall kali kali logout login update kesini sih respon tolong nih
468,"ga tau kenapa fitur musik jadi aneh, malah lagu luar yang bukan bahasa Inggris, terus semisalnya nyari lagu sesuai pencarian malah ga ada makin jelekkk",2,tau fitur musik aneh lagu bahasa inggris nyari lagu sesuai cari jelekkk
123,"Musik di postingan saya tidak muncul dan musik di pencarian di story tidak muncul, padahal mau mencari musik favorit saya jadi sulit, tolong di perbaiki, sudah saya update malah makin jelek!!!.",1,musik postingan muncul musik cari story muncul cari musik favorit sulit tolong baik update jelek
308,"kenapa setelah update malah bug, setiap habis foto pake filter ig file nya tidak masuk galeri sudah saya ulang berkali kali tetep gak masuk galeri, mohon perbaiki, siapa sangka malah gak bisa kirim pap comel ke ayang😓",4,update bug habis foto pakai filter ig file nya masuk galeri ulang kali kali masuk galeri mohon baik sangka kirim pap comel ayang
194,"Kecewa setelah update terbaru, bukan nya makin bagus. Malah bikin kecewa,ketika story mau ku kasih musik yg ku inginkan,dia ga muncul.tau gt gabakalan ku update. Tolong segera perbaiki !!!!",2,kecewa update baru nya bagus bikin kecewaketika story ku kasih musik ku inginkandia muncultau gabakalan ku update tolong baik
225,"Lagu populer untuk story ngebug, semua lagu populer hilang untuk story. Tapi kalo upload reels lagunya masih lengkap. Tolong perbaiki bug ini segera 🙏",2,lagu populer story ngebug lagu populer hilang story upload reels lagu lengkap tolong baik bug
106,"sama kaya keluhan komentar yang lain, setiap mau bikin story pake lagu,pas search lagunya kok gak muncul ya?udah update juga yang terbaru Instagram nya tpi hasilnya tetap sama aja gaada,mohon di perbaiki lagi terimakasih🙏",1,kaya keluh komentar bikin story pakai lagupas search lagu muncul ya update baru instagram nya hasil gaadamohon baik terimakasih
187,"Heh kuntil, lu kok udah di update malah makin burik? Sebelumnya beberapa sg selalu masuk beranda, kok ini malah beberapa sg engga masuk sama sekali? Seolah olah di privasi. Sedangkan tuh sg untuk publik. Dasar jembut!",1,heh kuntil update burik sg masuk beranda sg masuk olah privasi tuh sg publik dasar jembut
331,"Instagram itu aslinya bagus, cuman ada 1 big yang bikin aku kesel banget, yaitu pas aku udah selesai foto, udah ku simpen. Tapi pas aku buka galery itu nggak ada foto nya, pas aku foto ulang, simpen lagi tetep nggak masuk di galery.. Itu kenapa ya? Mohon cepat di perbaiki.. Soalnya udah dari kemarin sore. Trs pas aku coba uninstall trs dowload lagi, login lagi tetep nggak bisa pas aku foto dan tetep nggak masuk ke galery aku.. Mohon di periksa dan di teliti Dan semoga ig saya bisa di gunakan lgi",2,instagram asli bagus big bikin kesel banget pas selesai foto ku simpan pas buka galery foto nya pas foto ulang simpan masuk galery ya mohon cepat baik kemarin sore pas coba uninstall dowload login pas foto masuk galery mohon periksa teliti moga ig
397,"Aplikasi yg bagus, hanya beberapa hari belakangan kenapa lagu tidak ditemukan saat akan membuat story. Tolong segera diperbaiki dong pihak Instagram atau meta. Terimakasih",2,aplikasi bagus lagu temu story tolong baik instagram meta terimakasih
495,"Makin kesini makin gajelas, masa terakhir dilihatnya cuma sampe 10 menit doang sih, gak bisa mantau dong aku, lama² males bgt pake IG, balikin dong terakhir dilihatnya jangan diilangin, padahal kita gak privasiin loh, sebeeelll....kembalikan soal aktif 7 jam yang lalu, aktif hari ini & aktif kemarin, biar gak ada keributan, dan gak susah buat saling pantau. Jangan kaya skrang baru aktif 10 menit yang lalu udah berubah jadi nama, gajelas dasar 😏",1,kesini lihat menit sih mantau lama malas banget pakai ig balikin lihat diilangin privasiin loh sebeeelllkembalikan aktif jam aktif aktif kemarin biar ribut susah pantau kaya skrang aktif menit ubah nama dasar
412,"Untuk pihak instagram mohon agar bug ""Lagu Tidak Ditemukan"" segera diperbaiki karna para pengguna instagram bnyk yang mengalami bug itu termasuk saya sendiri. Terima Kasih",1,instagram mohon bug lagu temu baik guna instagram alami bug terima kasih
322,"Yah sangat bagus sih tapi ada kendala sedikit itu pun hanya di bagian filter, kenapa setiap kita nyimpan filter, entah itu 5-6 hari ketika filter itu di pakai lagi eh kok malah jadi hitam kelam sound nya sih ada tapi gambar nya ituu nggak ada jadi hitam semua.... Jadi mohon di perbaiki secepatnya.Terimakasih😀😀🤗",5,yah bagus sih kendala filter nyimpan filter filter pakai eh hitam kelam sound nya sih gambar nya ituu hitam mohon baik secepatnyaterimakasih
2,"Kalo saya buat postingan foto beserta lagu. Lagunya ada sih tapi lagu lagu luar negeri semua. Terus mau ga mau coba dulu 1 lagu baratnya. Bisa sih di posting habis itu ""Audio tidak tersedia"" waduhh kukira cuma saya yang kena bug. Udah buat laporan masalah sama pihak instagram beserta screenshoot.Toh juga tuh nihil gadak perubahan padahal udah 3 minggu bermasalah ig saya 🥲 Instagram sekarang lagi kenapa ya kok banyak banget bugnya.",1,postingan foto serta lagu lagu sih lagu lagu negeri coba lagu barat sih posting habis audio sedia waduhh kira kena bug lapor instagram serta screenshoottoh tuh nihil gadak ubah minggu masalah ig instagram ya banget bugnya
356,"Woi developer Instagram kenapa saat mau cari musik untuk di story Instagram,malah gak ada musik yang diinginkan, padahal di akun satunya ada musik yang diinginkan... 😡",2,woi developer instagram cari musik story instagrammalah musik akun satu musik
25,Suka Instagram selain fitur filter nya tapi juga music di instastory tp ini kenapa ga bisa digunakan?tolong dong Instagram kenapa musik yang diinginkan tidak tersedia dan hilang sudah hampir semingguan padahal Udah versi terbarunya mohon dong perbaiki kembalikan ke versi sebelumnya kembalikan lagu-lagu saya😔🙏🏻,1,suka instagram fitur filter nya musik instastory digunakantolong instagram musik sedia hilang minggu versi baru mohon baik kembali versi kembali lagulagu
198,"Setelah update malah hilang semua lagunya yg untuk story, melihat story temen juga yg ada lagu nya langsung keluar lagu tidak tersedia, ada apa ini instagram? Why??",1,update hilang lagu story story temen lagu nya langsung lagu sedia instagram
254,"Dari update dan sesudah update upload reels gak bisa Mulu, padahal sinyal kenceng. Coba pake wifi juga sama, ini kenapa sih. Makin aneh deh heran. Kemarin yg di story susah, sekarang pindah reels",3,update update upload reels mulu sinyal cepat coba pakai wifi sih aneh deh heran kemarin story susah pindah reels
170,"Kecewaaaaa, masa di akun first saya tidak bisa mencari musik, yang ada hanya musik musik zaman dulu dan tidak bisa mencari musik kekinian, update yang lebih baik lagi dong! Perbaiki bug nya!",1,kecewaaaaa akun first cari musik musik musik zaman cari musik kini update baik bug nya
325,"rada ngeluhin dikit karna fitur musik ga tersedia, udah hapus data, udah uninstall tp tetep aja g ada perubahan. kirain cuma gw doang ternyata banyak yg ngalamin kek gini. sebenernya ga mau ngeluhin sih tp gw udah muak bgt anj mana udah 10 hari lebih, ga nyaman banget aseli",1,rada ngeluhin fitur musik sedia hapus data uninstall ubah kirain ngalamin sebenernya ngeluhin sih muak banget anj nyaman banget aseli
299,Setahun lalu gw gk bisa upload story. Skrg gk bisa nambahin musik di ig story. Bug mulu ni ig heran. Benerin dong weeehh!! Banyak yg kecewa gara2 aplikasi lu ini!!,1,tahun upload story nambahin musik ig story bug mulu ni ig heran benerin weeehh kecewa gara aplikasi
4,"kecewa sama Instagram sekarang, sering banget kalo buka fitur musik di Instagram munculnya malah tulisan ""tidak ada hasil yang ditemukan"", trus sering juga pas buka story' orang² yang ada musiknya malah tulisan musik tidak ada diwilayah anda padahal kan masih wilayah Indonesia juga, sama udah di update versi barunya juga, tolong perbaiki bug",1,kecewa instagram banget buka fitur musik instagram muncul tulis hasil temu pas buka story orang musik tulis musik wilayah wilayah indonesia update versi baru tolong baik bug
19,"ini kenapa setelah update bnyak bug seperti catatan ig tmn"" Saya bisa hilang semua cmn beberapa sj yg muncul dan lagu"" Yg kita mau hilang semua tidak muncul dan masih banyak bug yg belum di hilangkan,tolong segera di perbaiki semua bugnya,terimakasih🙏",1,update bnyak bug catat ig teman hilang cmn muncul lagu hilang muncul bug hilangkantolong baik bugnyaterimakasih
403,"Admin tolong dong musik buat insta story sudah tidak bisa di search, pada saat di search muncul pemberitahuan musik tidak tersedia. padahal kemarin baik-baik aja sekarang sudah tidak bisa.",3,admin tolong musik insta story search search muncul pemberitahuan musik sedia kemarin baikbaik
80,"Fitur Posting Resolusi tinggi tidak bekerja. Saat posting foto atau video jadi terkompres resolusinya menjadi buram. Dan fps nya pun turun dari 60 fps jadi 30 fps itu di posting story, reels maupun feed tetap sama saja turun resolusinya baik foto ataupun video",1,fitur posting resolusi posting foto video kompres resolusi buram fps nya turun fps fps posting story reels feed turun resolusi foto video
85,"Kecewa bgt, kenapa gak kayak dulu setiap mau up foto ketik musik lagu yg kita inginkan selalu muncul, kalo sekarang gda, di ketik hasil tidak di temukan, enakan ig yg dulu, mohon di perbaiki",1,kecewa banget up foto ketik musik lagu muncul ketik hasil temu enak ig mohon baik
289,"Tolong dibantu kak, sebelum update saya bisa pakai konten terjadwal tapi setelah update saya jadi gagal terus kalau pakai konten terjadwal, saya sudah coba untuk post sekarang padan konten gagal posting di kontem terjadwal tapi tetap tidak bisa Dan lagunya kebanyakan tidak ada setelah di post🙏",3,tolong bantu kak update pakai konten jadwal update gagal pakai konten jadwal coba post padan konten gagal posting kontem jadwal lagu banyak post
234,"Banyak bugnya pas cari lagu distory gak lengkap di akun aktif padahal di akun satunya ada, trus pake filter juga gak bisa, banyak yg gak lengkap semoga cepet diperbaiki, menganggu bgt plisss dan bikin badmood",1,bugnya pas cari lagu distory lengkap akun aktif akun satu pakai filter lengkap moga cepat baik menganggu banget plisss bikin badmood
43,"Sebenarnya aplikasinya bagus. Tapi, alasan aku kasih bintang satu adalah; foto yang saya upload tidak muncul dihalaman hastag. Ini membuat ku sedih sekaligus kesal. Padahal gambar yang aku upload adalah gambar untuk contest DTIYS. Dan deadlinenya hari ini... tapi apa? Gambarku gak muncul sama sekali dihalam hastag. Terlebih lagi, aku tidak pernah melakukan sesuatu yang dilanggar atau semacamnya dan hal ini pernah terjadi tidak sekali, dari bulan mei fotoku tak pernah muncul dihalan hastag.😓🥲😭",1,aplikasi bagus alas kasih bintang foto upload muncul halaman hastag ku sedih kesal gambar upload gambar kontes dtiys deadlinenya gambar muncul dihalam hastag langgar macam mei foto muncul hal hastag
470,"tidak bisa mencari dan mengisi musik saat post story, musik selalu tidak ditemukan tolong segera diperbaiki.",1,cari isi musik post story musik temu tolong baik
407,"Sering ngebug waktu post feed layar jadi putih semua, sama kalau mau update story yg bisa diup cuman video aja mau up foto dari galeri gabisa, blur mulu blur kayak gaada data jadi gabisa cek fotonya dah bener atau engga",3,ngebug post feed layar putih update story diup video up foto galeri blur mulu blur data cek foto bener
104,"Bagus banget sih apk nya, cuma syang kl tiap mau ganti pp sorotan lama banget loadingnya mana kadang harus banyak2 ngulangin lagi, tolong diperbaiki yaa ini bug nya masih banyak banget, dan kalo bisa di android font buat story nya diperbanyak yaa, saya juga kadang kesal dan akun sya juga kaget banget tiba2 ada kecurigaan tolong banget ya fix semuanya biar gak gini lagi saya gak nyaman banget",3,bagus banget sih apk nya syang kl ganti pp sorot banget loadingnya kadang ngulangin tolong baik yaa bug nya banget android font story nya banyak yaa kadang kesal akun kaget banget curiga tolong banget ya fix biar nyaman banget
55,"betul kenapa sekarang ga bisa pake fiktur lagu yang di sukai, terus ada tulisan tidak ada hasil yang di temukan padahal sebelum nya ada lagu seperti gunslinger, danger line tapi sekarang malah ga ada tolong di perbaiki fiktur lagunya",1,pakai fiktur lagu suka tulis hasil temu nya lagu gunslinger danger line tolong baik fiktur lagu
57,"Akun aq padahal akun pribadi maksudnya bukan bisnis/kreator tapi kenapa ya,kalau buat story' tidak bisa pakai music.. bisa,tapi yang diberanda itu cuman lagu barat aja dan itu sama sekali bukan lagu yang trending.. Klw aq search pasti muncul tulisan ""tidak ada hasil yang ditemukan"". Apa ini?? Kenapa Instagram sekarang aneh begini?",2,akun akun pribadi maksud bisniskreator yakalau story pakai musik bisatapi beranda lagu barat lagu trending search muncul tulis hasil temu instagram aneh
164,"Tidak bisa memakai fitur musik dan ketika melihat instastory dan memakai musik selalu muncul tulisan ( Lagu ini tidak tersedia) , Mungkin bisa di benarkan oleh pihak Instagram.",1,pakai fitur musik instastory pakai musik muncul tulis lagu sedia benar instagram
267,"Tidak bisa mencari lagu, hanya lagu yang di sediakan dari aplikasi. Sementara mau cari lagu lain hasil tidak di temukan. Semoga cepat di perbaiki!!",2,cari lagu lagu sedia aplikasi cari lagu hasil temu moga cepat baik
